app_name,id,developer,Accounting,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,year
OneShot,420530,Little Cat Feet,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
Fantasy Grounds - Savage Suzerain GameMasters Edition (Savage Worlds),568540,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
Dexodonex,552780,Seragam,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Super LOH,533150,CharlieH,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Train Simulator: DB BR 10 Steam Loco Add-On,376976,Romantic Railroads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
Triennale Game Collection,538880,"Mario von Rickenbach,Etter Studio,Tale of Tales,Cardboard Computer,Pol Clarissou,Katie Rose Pipkin,Santa Ragione",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Darkness and Flame: Born of Fire,528120,FIVE-BN GAMES,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
Pixel Gladiator OST,566760,"Xitilon,Esdeer",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Campfire: One of Us Is the Killer,533180,Abstractive Works,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Best Buds vs Bad Guys,486130,Super Icon Ltd,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Tank Battle: Blitzkrieg,540150,HexWar Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
cloudphobia,329340,Marsbound,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Whiplash - Crash Valley,552130,Diagrammet AB,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
cloudphobia - OST,566340,Marsbound,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Fierce Tales: The Dog's Heart Collector's Edition,564090,Blam! Games,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
Slayaway Camp - Santa's Slay Expansion,559670,Blue Wizard Digital,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
Yu-Gi-Oh! Legacy of the Duelist,480650,Other Ocean Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2016
Yu-Gi-Oh! Duelist Kingdom,523500,Other Ocean Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
Yu-Gi-Oh! GX Lost Duels,523501,Other Ocean Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
Yu-Gi-Oh! ZEXAL Dark Mist Saga,523503,Other Ocean Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
Yu-Gi-Oh! 5D’s For the Future,523502,Other Ocean Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
Yu-Gi-Oh! ARC-V Yuto v. Sylvio,523504,Other Ocean Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
HEX: Entrath Awaits Bundle,564840,Hex Entertainment,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2016
Total War: WARHAMMER - Grey Wizard,551821,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
Total War: WARHAMMER - Jade Wizard,551820,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
Monster Puzzle,493700,Flynns Arcade,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Indie Game Sim,549740,Lost Decade Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
Pocket Kingdom,462620,08 Games,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
DROD: Smitemaster's Selection Expansions 11+12,422201,Caravel Games,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
Cannonfire Concerto,558410,Choice of Games,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
Nitroplus Blasterz: Heroines Infinite Duel,482450,EXAMU,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
Winged Sakura: Demon Civil War,470300,WINGED SAKURA GAMES,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
LaserCat,496120,Daniel McFarline,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2012
Winged Sakura: Demon Civil War - Soundtrack,563670,WINGED SAKURA GAMES,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
Coffin of Ashes,546080,"Ladomu,Angels Blue Digital Entertainment,DigitalEZ",0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
VERLIES II - Verlies Origins,563720,Koya Game,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
Yu-Gi-Oh! ARC-V Sora and Dipper,523505,Other Ocean Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
Yu-Gi-Oh! ARC-V Gong v. Kit,523507,Other Ocean Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
Yu-Gi-Oh! Waking the Dragons: Joey’s Journey,523508,Other Ocean Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
Yu-Gi-Oh! Waking the Dragons: Yugi’s Journey,523510,Other Ocean Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
Yu-Gi-Oh! ARC-V Zuzu v. Julia,523506,Other Ocean Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
Yu-Gi-Oh! ARC-V: Declan vs Celina,523521,Other Ocean Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
Yu-Gi-Oh! GX: Leaders,523511,Other Ocean Interactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
TS Marketplace: Three Country Corner Scenario Pack 01 Add-On,448183,Skyhook Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
FSX Steam Edition: Toposim Western Europe Add-On,536543,Toposim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
FSX Steam Edition: Toposim Eastern Europe Add-On,536546,Toposim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
Sacred Almanac Traces of Greed,544650,Far Mills,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
EARTH'S DAWN,494600,oneoreight,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
The Sandbox Evolution - Soundtrack,555770,PIXOWL INC.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
Watch_Dogs® 2 - Root Access Pack,525011,Ubisoft,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
Ascension VR - War of Shadows,557200,Temple Gates Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
3D Chess,535700,bumblebee,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2016
Rocksmith® 2014 Edition - Remastered – Brian Setzer - “Stray Cat Strut”,509674,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
Rocksmith® 2014 Edition – Remastered – Variety Song Pack VI,509678,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
Rocksmith® 2014 Edition - Remastered – Gin Blossoms - “Hey Jealousy”,509676,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
Rocksmith® 2014 Edition - Remastered – David Bowie - “Suffragette City”,509677,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
Rocksmith® 2014 Edition - Remastered – The Fall of Troy - “F.C.P.R.E.M.I.X.”,509675,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
Wondee,549660,"Longsword Studios, Inc.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Time Of Silence,545370,DarkLight,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
ICEY OST,564180,FantaBlade Network,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
Galactic Fighter,556110,Spectrum Games,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Patchwork,528250,DIGIDICED,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
Hunger Dungeon Deluxe Edition + Sound Track,540330,Buka Game Studio,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016
Hunger Dungeon,513560,Buka Game Studio,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2016
hack_me - Wallpapers,564300,Egor Magurin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
Guardian Of December - Soundtracks,566330,Vidas Salavejus,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
Fated Souls 2,523900,Warfare Studios,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
Hade,552160,KirUn,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
Stratus: Battle For The Sky,355490,"Storm Isle Productions,Longshot Studios LLC,Polywickstudio",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
Lara Croft GO,540840,Square Enix Montréal,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Ludu,563400,Léo-Games,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016
The Night Christmas Ended,558440,Giant Goblin Studio,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
JETPACK PORTER,558020,"G-STYLE Co,. Ltd.",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
Magi Trials - Dakimakuras,549113,Dharker Studio,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Industry Manager: Future Technologies - Awesome Products Pack,444360,astragon Entertainment GmbH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
Euro Truck Simulator 2 - Vive la France !,531130,SCS Software,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2016
Sceal: An Irish Folklore Adventure,507060,Joint Custody,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Other Tanks,543780,Daniil Hasanov,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Stellar Monarch,446000,Silver Lemur Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
Zup! 2,562220,Quiet River,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Coffee Shop Tycoon,370060,Riff Studios,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
Void Pyramid,563430,A. Hagen,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
Moorhuhn schlägt zurück,535680,Independent Arts Software GmbH,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
Ohr: אור,376480,Rail Slave Games,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
DCS: F-5E Tiger II,411894,Belsimtek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
Minion Masters,489520,BetaDwarf,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
Minion Masters - Premium Upgrade,551880,BetaDwarf,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
DROD: Smitemaster's Selection Expansions 5+6,422192,Caravel Games,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
Zolg,555710,Robert Alvarez,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Kalen Chock Presents: Sketching with Photography,559550,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
SkyTime,513620,"Alexey Khazov,Cristian Ionescu,Lars van Dorenvanck,Brandon van Doorn,Joran Vergoessen,Admir Leka",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
The Dwarves - Digital Deluxe Edition Extras,545070,KING Art,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
Pixel Puzzles Ultimate - Puzzle Pack: Winter,565320,DL Softworks,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,2016
"Drones, The Human Condition",556130,Blunt Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Kalen Chock Presents: Graphic Sketching 2.0,559530,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
Line of Sight: Vietnam,514150,N-Fusion Interactive,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
Crumbled World,542910,Clone Corps,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
EURGAVA™ - Fight for Haaria,559350,Ibrahim Indra Baskara,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
Ahnayro: The Dream World,449730,Alice &amp; Smith,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
Terminal Hacker,547010,Lord_Loej,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016
Terminal Hacker - Payload,547030,Lord_Loej,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016
Prime World - Pro Pack,255252,Nival,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2016
Space Cat,539980,argagonky,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Dispersio,563180,Achpile,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Merlin adventurer store,561340,DyingCat,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
The Uncertain: Episode 1 - The Last Quiet Day Soundtrack and Artbook,564030,ComonGames,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016
Construct: Escape the System,497080,Oliver Boyce,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
FourChords Guitar Karaoke - Daughtry,563282,Musopia,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
DROD: Smitemaster's Selection Expansions 3+4,422191,Caravel Games,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
Steep™ - Season Pass,564360,"Ubisoft Annecy,Ubisoft Montpellier,Ubisoft Kiev",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016
Euro Truck Simulator 2 - Finnish Paint Jobs Pack,540720,SCS Software,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
Euro Truck Simulator 2 - Belgian Paint Jobs Pack,540721,SCS Software,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
Fantasy Grounds - Mini-Dungeon #014: The Soul of a Prince (5E),554130,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
Fantasy Grounds - Mini-Dungeon #015: Torment at Torni Tower (5E),554500,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
Fantasy Grounds -  Beneath the Festered Sun (PFRPG),561310,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
Fantasy Grounds - Daring Tales of Chivalry #02: Death at the Joust (Savage Worlds),560670,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
Fantasy Grounds - Kith'takharos: Seal the Rift (3.5E/PFRPG),559790,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
Motorsport Manager - Livery Pack,551810,Playsport Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2016
Last Survivor - Deluxe Edition,561240,Original Games,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2016
Demon Hunter 3: Revelation,527420,Brave Giant LTD,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Astervoid 2000 Soundtrack,563590,"Mad Capacity,LREVG",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Astervoid 2000,423870,"Mad Capacity,LREVG",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
King Lucas,391600,DevilishGames,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Mindball Play,446850,Interactive Productline Team,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2016
Empyrean,557700,Choice of Games,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
Akuto: Mad World,530130,Hut 90,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Master of Orion: Elerian Fiefdoms,558301,NGD Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
Master of Orion: Gnolam League,558302,NGD Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
Master of Orion: Trilarian Shoal,558300,NGD Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
Maize,284240,Finish Line Games,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Bunny & Piggy,549810,Brzezinski,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
The Electric Shocktopus,521300,TestTubeGames,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2015
Legacy of the Elder Star Soundtrack,538690,Kickbomb Entertainment LLC,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Firefly,267655,Clickteam,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2016
Phrase Shift,535980,Hyper Hippo Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
Star-Twine,548110,Eric Billingsley,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2011
Guardian Of December,563910,Vidas Salavejus,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
Rocksmith® 2014 Edition – Remastered – Third Eye Blind - “How’s It Going To Be”,509671,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
Rocksmith® 2014 Edition – Remastered – Third Eye Blind - “Never Let You Go,509672,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
Charlie's Adventure,556870,Just1337 Studio,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Chicken Invaders 5 - Christmas Edition,543610,InterAction studios,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
VCB: Why City,533120,KishMish Games,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2016
PHAT STACKS,556160,ColloseusX,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Immersion,562690,Machine1357,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
ARK BOX Unlimited,553780,PolarityFlow,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Mystic Destinies: Serendipity of Aeons - Takumi,508161,Aeon Dream Studios,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
Atom Fishing II,557780,Woolf,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2016
Colony,509450,Jamie Cunningham,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
TWIN BROS,551670,Smit Parmar,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
State of Extinction,411520,"Stone Pixel Games, LLC.",0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
Bounce - Soundtrack,559590,Steel Wool Studios,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
Blade & Bones,513370,Coffee Addict Studio,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
Iron Sea - Soundtrack,515950,Creobit,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
Medieval Defenders - Soundtrack,552020,Creobit,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
Train Simulator: BR Class 150/1 DMU Add-On,448184,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
CGWallpapers,527350,Flamy Frog Interactive,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2016
Radiation Island,307940,Atypical Games,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
TS Marketplace: GWR Toplight Coaches Pack 01,448207,Matrix Trains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
The Metronomicon - J-Punch Challenge Pack,558290,Puuba,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
ComPet - Beast Battles,532800,MindArk PE AB,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2016
Rocksmith® 2014 Edition – Remastered – Third Eye Blind - “Semi-Charmed Life”,509670,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
Rocksmith® 2014 Edition – Remastered – Third Eye Blind - “Jumper”,509669,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
Rocksmith® 2014 Edition – Remastered – Third Eye Blind Song Pack,509673,Ubisoft - San Francisco,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
Turbo Pug Soundtrack,533810,"SnowFlame,Back To Basics Gaming",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Watch_Dogs® 2 - Punk Rock Pack,525012,Ubisoft,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
Watch_Dogs® 2 - Pixel Art Pack,525015,Ubisoft,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
Watch_Dogs® 2 - Glam Pack,525018,Ubisoft,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
Watch_Dogs® 2 - Ubisoft Pack,525033,Ubisoft,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
Watch_Dogs® 2 - Private Eye Pack,525019,Ubisoft,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
Watch_Dogs® 2 - Ded Labs Pack,525035,Ubisoft,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
Watch_Dogs® 2 - Ultimate Pack,558390,Ubisoft,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"Watch_Dogs® 2 - Guts, Grit and Liberty Pack",525037,Ubisoft,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
Box Maze - Everyday People Skins Pack,562790,GamersHype Productions,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
Island Simulator 2016,507440,Silverline Studios,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
Shrouded Tales: The Spellbound Land Collector's Edition,559970,Friendly Cactus,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
Island Simulator 2016 - Mp-44,541810,Silverline Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
Breaking Bones,560570,Duplicator Studio,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
Shattered Throne,469710,Checkmark Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
Quern - Undying Thoughts,512790,Zadbox Entertainment,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
