app_name,price,id,developer,Accounting,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,Year
Fantasy Grounds - Pathfinder RPG - Hell's Rebels AP 5: The Kintargo Contract (PFRPG),24.99,770130,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2017.0
Cars War,14.99,749290,Ayedh,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2017.0
Fantasy Grounds - Pathfinder RPG - Strange Aeons AP 5: What Grows Within (PFRPG),24.99,770730,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2017.0
Until None Remain: Battle Royale PC Edition,9.99,697010,D.W.S.,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Long Live Santa!,0.0,763410,Doborog Games,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
MORE SWEATER? OK!,0.99,773080,Triple-Star Studio,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017.0
Plox Neon,4.99,751970,Desert Owl Games LLC,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017.0
Epic Snails - Snowblaster Kit,9.99,771490,"RocketSnail,SkyVu",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017.0
Kingdom: New Lands - Skull Island,0.0,760200,Noio,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017.0
CarX Drift Racing Online - Power Drift,3.99,769710,CarX Technologies,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,2017.0
Lobster Empire,9.99,665960,Maulidan Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017.0
An Epic Tale of Redwall : The Scout,14.99,656030,Soma Games,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Frontier Runner,0.0,760490,Leon Aminof,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2017.0
Maniac Mansion,5.99,529890,Lucasfilm Games,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987.0
Fire Pro Wrestling World - Yoshihiro Takayama Charity DLC,2.99,758160,"Spike Chunsoft Co., Ltd.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0
Heliborne - Winter Camouflage Pack,3.99,749242,JetCat Games,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2017.0
Achievement Hunter: Alien,0.99,760100,putilin_industries,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
VS Round 1,9.99,725550,Radi Lewis,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Desert Golfing,1.99,757040,Captain Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014.0
Decent Icons,2.99,395760,Decent Software LLC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017.0
Disney's The Jungle Book,9.99,561110,Eurocom,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994.0
Nevertales: Legends Collector's Edition,12.99,758640,Mad Head Games,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017.0
Fire Pro Wrestling World,29.99,564230,"Spike Chunsoft Co., Ltd.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2017.0
Sudoku Universe,1.99,733070,Konstructors Entertainment,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017.0
Zombasite - Orc Schism,9.99,730750,Soldak Entertainment,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017.0
Invictus: In the Shadow of Olympus,9.99,692660,Quicksilver Software,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2000.0
Chocolate makes you happy 2,0.99,764560,Blender Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
M.A.X. 2: Mechanized Assault & Exploration,9.99,756810,Interplay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1998.0
Cars with Guns: It's About Time,9.99,762900,Null Reference Games LLC,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2017.0
Station Commander,4.99,740730,Technically Competent,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017.0
Limit of defense - sound tracks,0.99,757960,Jl Apps,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017.0
Dino Scourge,0.0,716950,Scourgey Works,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2017.0
大逃亡专家-土豆车/EscapeExpert-Potato Car,4.99,765190,"刘俊亨(Junheng Liu),UNGamingOrg游戏组织玩家",0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,2017.0
3D Hardcore Cube 2,1.99,754510,Laush Dmitriy Sergeevich,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Planet Coaster - Adventure Pack,10.99,768830,Frontier Developments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2017.0
Tabletopia - Scythe: The Wind Gambit,6.99,414238,Jamey Stegmaier,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2017.0
Empire of the Fallen Steel,4.99,543380,FutureVisionsGames,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017.0
iTowngameplay Universe «Pack de Batalla»,1.99,771900,UnderMax Games,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2017.0
Magibot,12.99,690850,Studio Baikin,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017.0
Wild Terra Online,14.99,500710,Juvty Worlds Ltd.,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2017.0
Starfighter Neon,1.99,744170,MadeOfDinosaurs,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Leisure Suit Larry 2 Looking For Love (In Several Wrong Places),3.99,765840,Assemble Entertainment,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017.0
Limit of defense,2.99,757690,Jl Apps,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Marble Skies,9.99,742460,Birdwall Games,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2017.0
Insane Cold: Back to the Ice Age,1.99,764010,Mysterytag,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014.0
Multirotor Sim 2,4.99,528900,Vadim Silvestrov,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2017.0
Bouncing Odyssey,1.99,660760,BigMouthedDog Studio,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Rise High,2.99,545750,eiloware,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Knockout Checkers Chamber,9.99,750660,Wonderbox Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017.0
Dinosaurs A Prehistoric Adventure,0.0,751590,Arcupion Art,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2017.0
The Black Watchmen - Whitechapel,0.0,760340,Alice &amp; Smith,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2017.0
Limiter,0.99,762620,Patriot Game,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Bizarre Tale,1.99,759180,Cesar G.,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2017.0
Gauntlet of IRE,2.99,754540,KillerPokeGames,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Limiter OST,0.99,764020,Patriot Game,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Ashes Cricket,59.99,649640,Big Ant Studios,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2017.0
Sugar Box,1.99,610390,Lagun Victor,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Kyklos Code,5.99,718030,Cube Factory,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Breath of Warfare,1.99,746090,Mortis Games,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,2017.0
Episode 2 - Total War: Warhammer II,4.99,593930,"FOO VR, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0
Terra Tanks: Defenders of the Earth,1.99,747820,Moss Piglet Games,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Edge Of Existence,14.99,704140,RealFire Interactive,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017.0
Dragon of Legends,10.99,590580,Thrive Games,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017.0
Hexters,19.99,377320,Draconus Entertainment Ltd,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017.0
Hexters - Soundtrack,6.99,457830,Musicofmarkku.com,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2017.0
Just Fishing,0.0,703950,Just Fishing LLC,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2017.0
Omega Quintet: Potent Protection Pack,1.99,714337,Idea Factory,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2017.0
Air Dash,3.99,755140,Vishwa Karma Studios,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017.0
Puzzle Bloc Invasion,2.99,653100,Colorful Games,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Driving Theory Test UK 2017/18 - Driving Test Success,12.99,751170,Imagitech,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2017.0
Hazard Perception Test UK 2017/18 Bundle - Driving Test Success,19.99,751160,Imagitech,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2017.0
Raiders of the Broken Planet - Ultimate Edition,59.99,462601,MercurySteam,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Graviteam Tactics: Final Offensive,14.99,616290,Graviteam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2017.0
Bud Spencer & Terence Hill - Slaps And Beans,19.99,564050,Trinity Team srls,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Discouraged Workers - Back to the Basic,0.99,558690,YGGDRASIL STUDIO,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015.0
Defense Warfare,4.99,754230,Martin Mitov,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017.0
Talsaluq: Tower of Infinity,1.99,756210,Legion Ivory,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Su-33 for DCS World,14.99,726690,Eagle Dynamics SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0
Crafting Tycoon,9.99,757440,Armagedoom Games,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017.0
Nice Way,0.99,763360,Mikhail Melnikov,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Operation Red Dragon,9.99,747730,PBFP,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017.0
Horse Paradise - My Dream Ranch,9.99,764240,Foxie Games,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2017.0
Horse Paradise - Foals Expansion Pack,9.99,768561,Foxie Games,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2017.0
I want cookies,0.99,760870,Dexion Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017.0
Horse Paradise - Mystic Cave & Paradise Cove Expansion Pack,9.99,768560,Foxie Games,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2017.0
Horse Paradise - Pegasus Expansion Pack,19.99,768562,Foxie Games,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2017.0
Parking Cop Simulator,1.99,706030,Shoho Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017.0
Vexius,4.99,757190,Taggrin,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Omega Quintet,29.99,683280,Idea Factory,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2017.0
Train Simulator: InterCity BR Class 370 ‘APT-P’ Loco Add-On,19.99,642804,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0
Bomber Crew Secret Weapons DLC,4.99,754680,Runner Duck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2017.0
Bomber Crew Season Pass,9.99,765960,Runner Duck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2017.0
Bomber Crew Official Soundtrack,4.99,756070,Runner Duck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2017.0
Cadenza: The Kiss of Death Collector's Edition,12.99,758630,Mad Head Games,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017.0
Holy Towers,4.99,741650,PlayFlock,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017.0
"Yeah Jam Fury: U, Me, Everybody!",11.99,633930,"World Entertainment Studios, LLC,McLeodGaming Inc.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017.0
Romancing SaGa 2,24.99,606370,"Square Enix,ArtePiazza",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017.0
Action Rush,1.99,758920,Scarlet Studio,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Christmas Puzzle 3,9.99,759650,Notus Games Ltd,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Fire Flight,19.99,761770,Quality Simulations,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017.0
Purrfect Date - Visual Novel/Dating Simulator,9.99,520600,Bae Team,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017.0
Purrfect Date Original Soundtrack,4.99,759140,Bae Team,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017.0
Discouraged Workers - MOD Creator Development Kit,0.0,407760,YGGDRASIL STUDIO,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
X-Plane 11 - Add-on: Aerosoft - Airport Vaeroy,14.99,675356,Jo Erlend Sund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0
Finding Paradise,9.99,337340,Freebird Games,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017.0
Fade to Silence,29.99,706020,Black Forest Games,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017.0
Train Sim World®: Rapid Transit,29.99,577358,Dovetail Games,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0
Holyday City: Reloaded,0.0,728730,Holyday Studios,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,2017.0
Grand Theft Auto V - Criminal Enterprise Starter Pack,39.99,771300,Rockstar North,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017.0
Armageddon - TCWE,2.99,759170,Alina Digital,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,2017.0
Fantasy Grounds - Pathfinder RPG - Harrow Deck (PFRPG),22.99,770000,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2017.0
Palace of Cards,0.0,347950,Spiele-Palast GmbH,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2017.0
The Day After : Origins,19.99,566240,Coconut Games,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
SUPER ARMY OF TENTACLES 3: OUTFITS COLLECTION,8.99,592813,Stegalosaurus Game Development,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017.0
Grey Hack,9.99,605230,Loading Home,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2017.0
PLAY337抓雞 CATCH CHICKEN,24.99,755040,PLAY337,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017.0
Lost Grimoires 3: The Forgotten Well,14.99,740090,World-Loom,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Gorogoa - Soundtrack,3.99,745160,Buried Signal,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Pimiko Plus,4.99,732030,Delmunsoft,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017.0
Tally Ho,6.99,763930,Choice of Games,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017.0
Farmer's Dynasty,29.99,678900,UMEO Studios,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2017.0
Bad School Boy,2.99,678540,SYLPH,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Water Density,6.99,744450,Quail Island Software Limited,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2017.0
Easy Red,3.99,741670,Marco Amadei,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017.0
Wolfenstein II: The Freedom Chronicles - Episode 1,9.99,624620,Machine Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017.0
WWII英雄列伝 最強の虎　クルト・クニスペル,24.99,753950,Japan War Game Development,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017.0
No Escape,5.99,667060,Martin Helvig,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Forestation,15.99,752300,Wonderbox Games,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Chicken Farm 2K17 - Premium,1.99,766580,Jakal Studios,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,2017.0
Mad Gardener: Zombie Massacre,2.99,719840,Parizagames Ltd.,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
PickCrafter,0.0,734750,Fiveamp,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2017.0
Gnomes Garden New home,4.99,686520,"Toyman,Creobit",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017.0
DEFENDERS OF THE FALLEN ISLAND,24.99,694480,Open World Interactive,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017.0
Talisman - The Harbinger Expansion,4.99,707670,Nomad Games,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2017.0
Wild Buster: Heroes of Titan - MMO-ARPG,24.99,681860,Nuriworks,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2017.0
Wild Buster - Collector's DLC,39.99,682582,Nuriworks,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2017.0
Wild Buster - Deluxe DLC,19.99,682581,Nuriworks,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2017.0
Crossout - Frostburn Pack,39.99,764460,Targem Games,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2017.0
FSX Steam Edition: Toposim China & Mongolia Add-On,19.99,677998,Toposim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0
FSX: Steam Edition: Ultimate Night Environment X Add-On,11.99,702960,Zinertek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0
Wild Buster - Founder DLC,19.99,682580,Nuriworks,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2017.0
Teenage Mutant Ninja Turtles: Portal Power,19.99,700740,Nickelodeon,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017.0
Tower!3D Pro - KPHX airport,19.99,767260,FeelThere,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017.0
X-Plane 11 - Add-on: Aerosoft - Airport Amsterdam,29.99,614007,XYZ Visuals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017.0
PhysicsN,0.99,740110,AFStudio,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017.0
Nirvana Pilot Yume,11.99,716680,Dev9k,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2017.0
SpaceDweller - Original Soundtrack,0.0,770590,Roman Kozhukhov,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017.0
Visual Novel Maker - VitaminX Collection vol. 1,9.99,768120,Degica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017.0
Visual Novel Maker - Light Novel Standard Music,34.99,767190,Bittersweet Entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017.0
EVE Online: Multiple Character Training,19.95,743620,CCP,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2017.0
HJ: Sacrifice,1.99,759870,DAB Entertainment,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017.0
Violet Cycle,9.99,595010,Weckr Industries,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
MetaMorph: Dungeon Creatures,9.99,606870,FireFly Studios,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017.0
Fantasy Grounds - The Grand Grimoire of Cthulhu Mythos Magic (CoC7E),19.99,766310,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2017.0
"Fantasy Grounds - Entrees, Entrails, Canapes and Corpses (5E)",3.99,766350,"SmiteWorks USA, LLC",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2017.0
Square Massacre,0.99,746260,CyberVaca Entertainment,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Euro Truck Simulator 2 - Special Transport,4.99,558245,SCS Software,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017.0
Fearful Symmetry & The Cursed Prince,9.99,725080,Gamera Interactive,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Loot Box Quest,0.99,758500,Going Loud Studios,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Power Supplied,9.99,755760,King's Lance Games,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017.0
Old Adventure,2.99,688450,Stroe Andrei,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Hiro's Harvest Season,4.99,717440,Mad Mag Store,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
qop 2,0.99,757330,Quiet River,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
"VRC Pro track pack: Melzo Oval, Italy",2.99,678734,Virtual Racing Industries Ltd.,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,2017.0
Middle-earth™: Shadow of War™ - Outlaw Tribe Nemesis Expansion,14.99,561631,"Monolith Productions, Inc.",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017.0
Anubis Dungeon,0.99,756870,"MyDreamForever,Dark Light Studio",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Defend Your Buttress,9.99,755610,Jason Lee Martin,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
Renegade Tabletop Tools System,1.99,760970,Corrosive Studios LLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2017.0
They Are Billions,24.99,644930,Numantian Games,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017.0
Gang Beasts,19.99,285900,Boneloaf,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2017.0
Rumu,19.99,723270,Robot House,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017.0
ARK: Aberration - Expansion Pack,19.99,708770,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC,Abstraction Games",0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2017.0
